OTU	B001	B002	B003	B004	BMSP001	BMSP002	BMSP003	BMSP004	BMSP005	BMSP006	BMSP007	BMSP008	BMSP009	BMSP010	BMSP011	BMSP012	BMSP013	BMSP014	BMSP015	BMSP016	BMSP017	BMSP018	BMSP019	BMSP020	BMSP021	BMSP022	BMSP024	BMSP025	BMSP026	BMSP027	BMSP028	BMSP029	BMSP030	BMSP031	BMSP033	BMSP032	BMSP034	BMSP035	BMSP036	BMSP037	BMSP038
Zotu1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0
Zotu1405	0	0	0	0	0	0	0	17	0	0	0	4	0	7	0	0	0	9	16	0	1	0	1	25	0	0	0	0	0	3	0	0	0	0	0	0	0	2	6	8	0
Zotu1407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1408	0	0	0	0	1	0	0	0	0	0	7	0	0	9	31	0	0	7	14	0	14	0	0	0	0	0	0	0	7	1	17	0	0	0	0	0	1	7	0	0	0
Zotu1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu141	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	7	2	33	250	386	0	0	0	0	48	56	134	101	0	0	0	0	623	333	0
Zotu1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	70	0	2	0	0	0	0	0	0	1	7	0	0	0
Zotu1418	0	0	0	0	0	0	0	10	0	0	0	0	0	1	20	0	0	4	0	0	37	0	5	0	0	0	2	0	0	1	15	0	0	0	0	0	0	6	14	0	0
Zotu1419	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	31	2	0	0	0	0	39	0	21	0	0	0	0	0	0	0	11	0	0	0	0
Zotu142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1426	0	0	0	0	1	0	0	2	0	0	0	74	0	1	458	0	0	293	0	0	11	446	3	0	47	0	1	0	0	10	0	8	0	25	454	0	35	0	1	0	0
Zotu1428	0	0	0	0	0	0	0	52	10	0	0	0	0	22	0	0	0	2	0	0	8	0	0	6	0	11	49	0	0	0	0	2	0	0	0	0	0	0	0	5	0
Zotu143	0	0	0	0	0	0	0	96	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1535	0	0	0	0	0	0
Zotu1434	0	0	0	0	0	0	0	0	5	0	0	0	0	2	8	0	0	1	0	0	18	0	0	0	0	0	0	1	0	0	0	9	0	13	0	0	8	2	0	0	0
Zotu1438	0	0	0	0	0	0	0	0	26	0	0	0	0	7	0	0	0	1	0	0	0	19	0	0	0	0	1	1	0	4	0	0	0	0	0	0	5	28	0	0	0
Zotu1443	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	28	32	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1450	0	0	0	0	62	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu1453	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	1	14	0	0	7	27	0	0	21	0	12	0	0	0	0	0	0	15	3	0	0
Zotu1455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1457	0	0	0	0	0	0	0	24	0	0	0	0	0	9	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	1	0	13	0	0	0	0	1	2	0	0	0
Zotu1459	0	0	0	0	0	0	0	47	0	4	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Zotu146	0	0	0	0	110	721	9	0	194	327	0	95	0	249	126	0	12	94	98	0	165	115	55	46	112	180	16	101	367	38	160	166	66	132	340	0	183	75	130	156	0
Zotu1461	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	116	1	0	0	0	0	0	0	0	0	19	0	0	0	0
Zotu1466	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu147	0	0	0	0	27	468	0	0	0	0	0	0	0	63	17	0	0	5	8	0	13	81	15	33	0	16	142	467	57	7	0	10	4	0	81	0	58	16	0	4	0
Zotu1470	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	0	0	1	0	0	19	0	0	0	0	0	51	0	3	0	0	0	0	0	0	0	1	8	0	0	0
Zotu1471	0	0	0	0	37	0	0	0	8	0	0	0	0	96	0	0	0	0	0	0	1	4	1	0	0	0	0	14	20	0	0	2	0	0	503	0	340	22	0	0	0
Zotu1472	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	42	1	0	6	0	0	0	0	0	0	0	1	0
Zotu1475	0	0	0	0	0	0	180	0	0	0	0	0	0	4	0	0	0	0	0	0	0	172	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	106	0	0	0
Zotu1480	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	62	2	0	0	0	0	0	0	0	15	0	0	0
Zotu1486	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1492	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	19	2	0	0	0	0	0	47	1	0	0	2	0	24	0	0	8	0	0	0
Zotu1493	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0	0	0	0	0	0	1	0	57	0	0	0	0	0	0	0	4	1	0	0	0
Zotu1494	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	3	0	0	0	0	0	0	1	0	108	0	0	0	0
Zotu1496	0	0	0	0	0	0	0	17	0	0	0	4	0	0	0	9	0	14	0	0	0	23	0	21	0	0	0	25	0	0	6	0	0	0	0	0	0	3	0	2	0
Zotu1499	0	0	0	0	4	0	0	0	0	0	0	0	0	21	7	0	0	0	0	0	36	13	0	0	0	1	10	0	0	0	0	0	0	0	0	0	9	1	0	0	0
Zotu15	0	0	0	0	1127	4981	2129	2301	1305	1561	2547	1087	0	6850	7222	10310	10156	2716	2416	0	4235	10399	371	1132	289	642	2897	6234	5911	182	1169	1100	1206	822	3869	0	5780	2600	313	137	0
Zotu150	0	0	0	0	565	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	17	1923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1500	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	33	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0
Zotu1503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	66	0	0	0	0	0	0	0	1	0	0	0	0
Zotu1505	0	0	0	0	0	0	0	0	8	0	30	59	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
Zotu1506	0	0	0	0	0	0	0	0	0	0	0	0	0	49	20	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0
Zotu1509	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	12	0	0	0	0
Zotu151	0	0	0	0	0	0	0	0	15	28	27	40	0	0	0	0	0	15	39	0	0	17	10	50	260	332	0	0	0	0	0	5	33	33	0	0	0	0	1061	383	0
Zotu1513	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	0	1	0	5	0	10	0	0	2	0	0	1	0	1	1	0	0	0	0	67	0	5	2	0	0	0
Zotu1515	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	34	0	13	0	0	0	2	1	0	0	0	1	0	2	0
Zotu1516	0	0	0	0	1	0	0	14	0	0	3	0	0	0	0	0	0	76	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
Zotu1517	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0
Zotu1518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	19	0	0	0	0	0	0	20	0	0	0	0	0	0	5	0	0	0	0	6	0	0	0
Zotu152	0	0	0	0	12	0	0	44	0	0	0	0	0	0	2	0	0	2	26	0	10	1	41	302	122	226	29	109	134	5	153	33	0	0	0	0	5	28	130	119	0
Zotu1520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1521	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	7	31	30	0	0	1	0	8	4	10	18	0	0	0	0	9	11	0
Zotu1525	0	0	0	0	0	0	0	0	0	5	39	0	0	1	0	0	0	2	0	0	0	0	0	0	15	12	0	5	9	0	0	0	3	0	0	0	1	0	8	6	0
Zotu1526	0	0	0	0	1	0	34	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	4	0	0	0	3	0	0	0
Zotu1531	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1534	0	0	0	0	11	0	0	0	0	0	0	0	0	10	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	19	0	0	0	0	0	32	0	0	0
Zotu1538	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	1	0	3	16	0	2	20	16	9	0	0	0	0	59	1	0	0	3	25	0	0	6	9	0	0	0
Zotu1539	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu154	0	0	0	0	0	0	63	0	155	71	40	10	0	27	28	0	408	37	183	0	7	4	11	106	0	71	8	127	94	1	7	88	58	8	0	0	56	43	0	17	0
Zotu1542	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	31	0	0	0
Zotu1544	0	0	0	0	0	64	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1545	0	0	0	0	0	0	0	0	0	24	4	0	0	0	0	0	0	4	0	0	29	0	2	0	3	26	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
Zotu1549	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu155	0	0	0	0	139	199	0	0	0	5	4	0	0	113	54	3	316	64	20	0	156	28	0	39	0	34	29	211	28	4	33	9	0	9	242	0	139	95	21	18	0
Zotu1552	0	0	0	0	0	0	0	44	0	0	0	0	0	15	0	0	0	15	0	0	273	0	0	0	0	0	0	0	1	1	0	1	0	0	131	0	271	0	0	0	0
Zotu1558	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	4	9	73	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0
Zotu1559	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	4	10	0	0	0	0	0	2	2	5	0	0	1	0	30	24	0
Zotu156	0	0	0	0	0	0	0	0	1	2002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Zotu1560	0	0	0	0	0	0	0	8	0	0	0	0	0	135	60	0	0	0	0	0	193	16	0	0	0	0	0	139	74	3	0	24	0	0	568	0	118	36	0	0	0
Zotu1562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	55	0	0
Zotu1563	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	34	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	1	11	0	0	0
Zotu1564	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu157	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	142	0	0	0	0	0	0	547	0	0	0	0	0	0	0	1269	0	0
Zotu1574	0	0	0	0	0	0	0	50	0	0	0	2	0	0	0	0	0	0	4	0	6	5	0	2	0	0	0	0	0	3	0	0	0	6	15	0	8	5	7	0	0
Zotu1579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	1	72	0	0	0	0	5	0	0	12	0	12	0	0	0	0	0	0	0	3	0	0	0	0
Zotu1581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	60	0	0	0	0	0	0
Zotu1583	0	0	0	0	43	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1584	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Zotu1587	0	0	0	0	55	0	0	0	0	7	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1588	0	0	0	0	0	0	542	0	0	8	0	0	0	0	613	0	0	663	5	0	0	0	0	0	0	0	133	0	0	14	268	0	0	56	58	0	0	596	0	0	0
Zotu159	0	0	0	0	53	0	3	37	354	1	2	131	0	197	67	0	5	199	399	0	428	0	43	279	80	152	33	316	112	31	6	278	94	177	1812	0	74	354	90	116	0
Zotu1591	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	1	0	0	0	0	22	0	0	0	0	4	38	0	0	0	0	0	0	0	0	0
Zotu1593	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	47	0	0	0	0	0	0
Zotu1594	0	0	0	0	0	0	31	0	0	0	0	0	0	3	0	0	0	1	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0
Zotu1602	0	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	74	0	0	0	0	0	10	2	5	1	0	0	0	0	107	0	180	16	0	1	0
Zotu1603	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	57	18	0
Zotu1604	0	0	0	0	55	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu161	0	0	0	0	31	300	38	1	26	12	0	6	0	130	35	0	0	16	62	0	160	0	6	24	0	0	88	114	9	11	49	52	16	16	237	0	80	103	0	13	0
Zotu1615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	1	1	0	0	0
Zotu162	0	0	0	0	23	0	404	86	60	19	5	88	0	41	47	0	553	30	19	0	83	85	45	90	13	53	70	261	132	3	234	45	70	20	5	0	48	66	230	36	0
Zotu1625	0	0	0	0	19	0	3	0	0	0	0	3	0	43	19	0	0	0	3	0	0	0	0	0	0	0	3	26	0	2	0	12	47	0	0	0	1	2	1	0	0
Zotu163	0	0	0	0	46	0	49	207	125	28	6	64	0	105	57	0	0	33	39	0	125	0	14	0	2	3	59	72	0	11	32	117	3	26	40	0	55	26	9	10	0
Zotu1633	0	0	0	0	0	0	0	0	0	0	0	0	0	29	2	0	0	3	0	0	26	0	0	0	0	0	0	0	1	2	0	7	0	0	0	0	25	2	3	0	0
Zotu1636	0	0	0	0	0	0	0	15	0	0	0	0	0	17	0	0	0	3	0	0	0	0	0	0	0	0	13	0	0	2	0	0	0	0	0	0	9	4	0	0	0
Zotu1639	0	0	0	0	0	66	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu164	0	0	0	0	0	0	0	0	15	5	0	38	0	0	0	0	0	4	33	0	0	1	0	11	417	499	0	0	0	0	73	56	82	125	0	0	0	0	221	139	0
Zotu1644	0	0	0	0	4	0	0	26	0	0	0	0	0	5	0	0	0	4	0	0	4	0	0	1	0	0	41	0	0	1	0	0	0	0	0	0	2	1	0	0	0
Zotu1645	0	0	0	0	0	0	0	10	0	3	0	0	0	7	0	0	0	0	0	0	51	3	11	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Zotu1650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0
Zotu1653	0	0	0	0	0	101	25	0	2	0	0	0	0	13	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0
Zotu1655	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	11	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1701	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	2	0	0	0
Zotu1662	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	58	0	0	0	0	0	0	0
Zotu1664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1	0	0	0	0	0	0	0	0	0	0	0
Zotu1666	0	0	0	0	1	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	4	0	0	0
Zotu1668	0	0	0	0	0	0	0	1	58	7	4	63	0	4	0	0	1	33	70	0	5	0	4	2	20	26	5	2	0	0	19	68	34	64	5	0	0	14	20	68	0
Zotu167	0	0	0	0	0	0	0	0	0	1545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1674	0	0	0	0	0	0	0	0	0	0	40	15	0	0	0	0	0	0	1	0	21	4	0	1	1	1	1	0	1	0	0	0	0	6	0	0	1	0	2	0	0
Zotu1676	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Zotu1679	0	0	0	0	4	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	8	0	0	61	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu168	0	0	0	0	18	113	0	38	9	26	22	10	0	24	25	676	271	19	28	0	35	49	0	7	0	10	109	86	105	2	6	3	21	19	0	0	25	20	0	1	0
Zotu1696	0	0	0	0	0	0	0	0	6	0	0	16	0	11	0	0	0	1	9	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	9	0
Zotu1699	0	0	0	0	0	51	616	0	0	0	0	0	0	0	4	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17	0	0	0	0	0	7688	15	0	0	0	0	0	0	0	0	0	0	0	2132	0	17572	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu170	0	0	0	0	16	24	6	17	72	29	70	17	0	192	128	84	101	68	62	0	127	179	30	81	38	51	14	29	49	10	4	105	124	280	58	0	136	75	167	76	0
Zotu1700	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1706	0	0	0	0	9	0	0	0	0	0	0	0	0	2	24	0	0	0	23	0	15	21	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	2	0	0	0
Zotu1712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0
Zotu1715	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
Zotu172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2522	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1722	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	39	9	0	0	0	0	0	0	0	1	0	0	1	14	0	0	0	3	0	0	0
Zotu1726	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	14	0	0	0	0	0	0	26	0	2	0	0	0	0	20	0	2	0	0	0	0
Zotu1728	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu173	0	0	0	0	1	2	4	0	160	24	0	260	0	5	1	0	0	80	243	0	6	0	7	12	175	175	16	9	0	1	53	197	161	407	21	0	4	45	293	499	0
Zotu1731	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	45	0	0	0	0	0	4	0	0	0
Zotu1737	0	0	0	0	0	0	0	0	0	0	24	0	0	6	0	0	0	0	0	0	0	1	0	1	23	5	0	0	0	0	0	2	0	5	0	0	0	1	6	19	0
Zotu1738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu174	0	0	0	0	31	0	55	0	0	39	0	0	0	178	87	0	313	35	77	0	81	76	25	0	0	41	35	211	148	5	0	117	0	0	93	0	59	93	127	4	0
Zotu175	0	0	0	0	3	0	11	6	41	16	1	82	0	33	21	0	10	39	128	0	19	0	7	17	63	95	43	149	18	0	57	78	82	168	3	0	18	93	256	294	0
Zotu1751	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1753	0	0	0	0	0	0	0	1	0	0	0	0	0	7	1	0	0	2	8	0	14	0	0	2	0	0	0	5	0	1	0	26	0	0	0	0	15	1	2	0	0
Zotu1754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0
Zotu1755	0	0	0	0	29	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	41	3	0	0	0	0	0	0	3	0	0	1	0	0	0	0	4	0	1	4	0
Zotu1759	0	0	0	0	0	0	0	0	0	0	0	0	0	23	8	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0	0	0	0
Zotu176	0	0	0	0	0	641	0	0	113	31	72	0	0	0	0	0	0	10	22	0	0	0	51	53	0	179	0	0	16	3	0	75	63	0	0	0	3	51	185	9	0
Zotu1760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	43	0	1	0	2	0	0	0	0	0	1	0	0	0
Zotu1764	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	13	0	0	0	0
Zotu1765	0	0	0	0	0	0	0	0	7	0	2	0	0	13	0	0	0	1	0	0	29	9	1	0	1	0	0	0	10	0	10	2	0	0	0	0	6	7	0	14	0
Zotu177	0	0	0	0	1302	5	0	0	0	26	0	20	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	4	2	2	2	0	0	6	2	1	0	0
Zotu1782	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	13	0	23	0	0	0	0	0	0	7	0	0	0	0	0	3	1	0	0	0
Zotu1796	0	0	0	0	0	0	0	0	0	18	0	16	0	0	0	0	0	10	20	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	3	0	0	0
Zotu1799	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0
Zotu18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19103	0
Zotu180	0	0	0	0	142	200	294	133	84	2	0	16	0	337	104	0	0	41	59	0	330	47	8	23	43	31	161	174	294	8	15	47	1	10	48	0	175	80	84	15	0
Zotu1806	0	0	0	0	45	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1815	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	5	1	15	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Zotu1816	0	0	0	0	4	0	0	0	0	0	0	0	0	47	16	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu1818	0	0	0	0	0	0	51	0	0	6	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0
Zotu1819	0	0	0	0	0	13	21	0	0	0	0	0	0	1	0	0	0	0	23	0	208	0	0	6	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1823	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	2	0	0	0	0	0	0	0	16	0	4	0
Zotu1828	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0	0	1	0	0	0	0	10	0	0	0	20	0	0	6	0	0	0	0	0	0	0	2	0	0	0
Zotu183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1346	0	6	0	0	0	0	4	0	0	0
